Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue
0.0,0.0,0.0,0.0,12.0,4362.723455826605,0.579096136832116,0.44524736161161116,0.21143651930356944,0.0,Mar,5,3,5,2,Returning_Visitor,False,True
1.0,211.4969050061477,0.0,0.0,23.0,8621.429133701893,0.04780219359749879,0.07083213188383702,15.196004634360314,0.0,Nov,5,12,8,5,New_Visitor,False,True
1.0,59.4691757311649,1.0,115.44597171811344,19.0,9778.422778575501,0.5787002169683317,0.5087966302790354,1.8689425236900568,0.2,Nov,5,5,9,1,Returning_Visitor,False,False
0.0,0.0,3.0,59.31240886603712,13.0,1994.4268309975737,0.11559769002068952,0.16420392936806025,5.32682963995031,0.0,Oct,2,2,9,3,Returning_Visitor,False,False
2.0,197.2487631095277,1.0,16.87941178153693,14.0,2041.9673745710743,0.2915373333130736,0.25952033275675257,5.575803445623025,0.0,May,3,1,8,1,Returning_Visitor,True,False
1.0,154.01949531401738,1.0,35.14138981362274,16.0,1544.9179087470986,0.02066351360339356,0.0,3.010060012584646,0.0,Aug,3,6,5,20,Returning_Visitor,False,False
4.0,1327.5154340381446,0.0,0.0,29.0,5990.151722019642,0.1443672839703158,0.19001716611399355,0.3225714222309485,0.0,May,2,9,8,10,Returning_Visitor,False,False
2.0,628.328338201993,5.0,56.095242320655615,7.0,808.5094363830516,0.1316164557144253,0.09709059219727542,0.7405404701001586,0.0,May,2,8,8,5,Returning_Visitor,True,False
2.0,124.25807291141014,0.0,0.0,2.0,151.3892803616539,0.2291733662078019,0.22811138191491892,37.96727378924619,0.0,Nov,5,1,9,12,New_Visitor,True,True
2.0,64.91126607538305,1.0,27.39144226945477,7.0,100.8708631704832,0.17793108889307563,0.20764529527499415,0.9695724798710543,0.0,Nov,5,5,8,5,Returning_Visitor,False,False
0.0,0.0,1.0,62.041136895528666,9.0,931.7319029000976,0.0738260721936637,0.031440919309414596,7.887662525207485,0.0,May,3,4,3,5,Returning_Visitor,False,False
1.0,97.00563930081658,0.0,0.0,13.0,1442.342979107883,0.1281061240051293,0.1520296313419281,2.475505515201151,1.0,May,3,2,6,20,Returning_Visitor,False,False
2.0,244.97176387200085,0.0,0.0,16.0,307.9259642341058,0.2723387777393265,0.25623799563625604,0.355652482349734,0.0,May,2,8,9,5,Returning_Visitor,False,False
15.0,427.9861780666478,0.0,0.0,2.0,18.008508627291597,0.4383389374278353,0.3731073037328029,10.121110910927769,0.0,May,2,4,3,2,Returning_Visitor,True,True
2.0,139.99875260589096,0.0,0.0,13.0,1931.307811770122,0.3845494947690239,0.41371815298388503,6.962748655202523,0.0,Nov,1,11,1,1,Returning_Visitor,False,False
6.0,98.31105561566986,0.0,0.0,15.0,526.8414172287831,0.13731661835674835,0.09995308262886207,4.06357951323473,0.0,Dec,2,8,9,20,Returning_Visitor,False,False
1.0,19.826523610586932,0.0,0.0,27.0,150.74945085356333,0.2562492960479565,0.15158295983759856,6.886428582790863,0.0,May,3,10,6,17,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,3.0,55.484781817133864,0.4011423040901916,0.3221246535191969,3.0544911200244997,0.0,Nov,3,13,6,5,Returning_Visitor,False,False
15.0,1487.5907416100285,1.0,16.036854084163746,16.0,620.0464966091503,0.18992778699049687,0.14791146390262605,3.1201835883169955,0.0,Dec,2,12,3,20,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,16.0,283.72105246797594,0.3539062320644444,0.31041609414546967,0.7253668945869592,0.0,Nov,4,9,3,2,Returning_Visitor,True,False
4.0,127.4408344404041,0.0,0.0,14.0,739.3575100285018,0.6809265898917337,0.48488427840242043,1.9193090186668393,0.0,May,2,8,3,1,Returning_Visitor,False,False
0.0,0.0,1.0,52.00043350384813,8.0,448.2475355715298,0.18867279774802087,0.21065406951202045,0.8612143962213152,0.0,Dec,2,9,6,3,New_Visitor,False,False
0.0,0.0,0.0,0.0,14.0,122.84968494407283,0.11572449592566338,0.06389928656718821,3.990710508996802,0.0,May,2,9,2,7,Returning_Visitor,True,False
3.0,439.8078368094651,0.0,0.0,3.0,631.8920109397827,0.39014523062159573,0.3120526834541378,2.0342536353264924,0.0,May,2,7,6,1,Returning_Visitor,False,False
4.0,65.38761861817204,0.0,0.0,14.0,287.2069571787246,0.49242544200312105,0.33448652077882507,1.477422122723296,0.0,Mar,5,8,7,18,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,17.0,96.50701658508976,0.6224254259619552,0.5515075119156541,0.6925700631425474,0.6,Jul,2,9,3,2,Returning_Visitor,False,True
1.0,97.17020193036996,0.0,0.0,22.0,107.1361490456587,0.024117529490478684,0.0,0.10534275765784382,0.0,Mar,2,13,1,5,Returning_Visitor,False,False
1.0,99.63148316397064,1.0,46.57565844023235,13.0,281.0790469174807,0.6355214709256901,0.4804575818189118,1.3194099701016517,0.8,May,3,8,5,1,Returning_Visitor,False,False
4.0,161.78273648152987,0.0,0.0,19.0,4506.75550901642,0.2895471496172292,0.26123164478661814,4.273261825057427,0.0,May,2,9,4,2,Returning_Visitor,False,False
5.0,218.25791274810877,0.0,0.0,5.0,218.79999058979905,0.2397495931382775,0.15211747214080557,1.0275992394365767,0.0,Nov,2,5,8,20,New_Visitor,False,False
1.0,68.89190463445952,0.0,0.0,11.0,1713.7563618665974,0.02743030852596117,0.028424679382912797,8.66767768324931,0.0,Dec,5,5,6,2,New_Visitor,False,False
2.0,181.30811425060182,0.0,0.0,24.0,2877.4634938304716,0.15218914653488028,0.07635528427097829,2.1123840417805066,0.0,May,2,1,4,2,Returning_Visitor,False,False
4.0,24.414868030193393,1.0,60.36648621803419,23.0,1836.5334690153543,0.3247285055999509,0.23205132244645657,1.0441815092425735,0.0,Dec,3,12,8,2,Returning_Visitor,False,False
5.0,413.9374517802156,0.0,0.0,20.0,9486.666571606318,0.09656245163084334,0.07379717573725836,24.312919918595327,0.0,Dec,3,2,3,2,New_Visitor,False,True
6.0,344.6180213186683,0.0,0.0,4.0,12.356359458261588,0.21409833676867762,0.14228179743601146,61.77483096696851,0.0,Nov,2,3,7,13,Returning_Visitor,False,True
0.0,0.0,0.0,0.0,9.0,1955.3292341647664,0.7647483591088827,0.6146252041009619,0.9955091599194996,0.0,Mar,3,4,7,2,Returning_Visitor,True,False
0.0,0.0,0.0,0.0,3.0,897.1156690043026,0.44679920172600684,0.3654352160760236,18.680714038434665,1.0,Nov,5,1,6,2,New_Visitor,False,True
0.0,0.0,0.0,0.0,30.0,1894.0317025048112,0.05878401660171045,0.0037925980109285717,5.936831494479707,0.8,Dec,3,1,8,2,New_Visitor,False,False
0.0,0.0,1.0,62.39837334249014,2.0,73.87801302820141,0.1769958776955896,0.14758615646072828,3.7186865643731317,0.0,Nov,2,12,8,2,Returning_Visitor,False,True
5.0,572.155177787793,1.0,8.825453962133793,23.0,42.23449541474017,0.37387120334876883,0.26975522443094596,1.916459047513667,0.0,May,2,12,3,5,Returning_Visitor,True,False
12.0,362.8598438064407,1.0,12.598056318055775,11.0,351.0427038870931,0.3410439380397872,0.3002667873504678,2.030508756849983,0.0,Aug,2,7,4,1,Returning_Visitor,False,False
5.0,576.558764683547,1.0,34.49759859995924,20.0,2886.2544701991064,0.3410784345937071,0.29998258938500244,0.7020445797304352,0.0,Nov,5,10,1,1,New_Visitor,False,False
3.0,165.3082680204658,0.0,0.0,7.0,1100.6604474961061,0.166191182373196,0.21821021892158335,3.111516306221913,0.0,Sep,2,4,7,10,New_Visitor,False,False
1.0,18.788810466971437,0.0,0.0,25.0,3071.177651649296,0.29370471857628855,0.25060140175668094,0.6774263169894262,0.0,Mar,2,10,4,1,Returning_Visitor,False,False
8.0,960.3355327053612,1.0,78.64867632582006,6.0,2287.3399539498687,0.20464267507071215,0.16376239974191284,5.836681113790147,0.0,May,3,1,3,5,Returning_Visitor,False,True
3.0,307.4040306380001,0.0,0.0,30.0,1100.3913480694441,0.33681988584936673,0.18933024367386153,1.9474388000532836,0.0,Nov,2,10,1,1,Returning_Visitor,True,False
0.0,0.0,0.0,0.0,15.0,29.040838539724277,0.5137671357963198,0.5215698546277286,0.37165291172669773,0.0,Dec,4,9,4,12,Returning_Visitor,True,False
2.0,212.4495846152514,0.0,0.0,14.0,1074.8768730672873,0.3878945495234116,0.3524061102911211,0.021628265953757983,0.0,Mar,2,10,6,5,Returning_Visitor,False,False
17.0,1501.8930024508911,0.0,0.0,22.0,397.0012288812822,0.16155014460088993,0.12488703093646378,10.577784741956787,0.0,Dec,3,3,5,4,Returning_Visitor,False,False
5.0,188.31548290896865,0.0,0.0,3.0,269.00683441972205,0.4384007051948665,0.3430697870595521,1.368567208459937,0.0,May,2,2,5,1,Returning_Visitor,False,False
3.0,238.21840427627967,1.0,34.7745013484357,13.0,1523.761560089003,0.12060915460617296,0.07667941286388269,0.6240929110863829,0.0,Nov,2,1,9,2,Returning_Visitor,False,False
0.0,0.0,2.0,24.355215767151194,14.0,2759.6884806292865,0.09946384542721422,0.1288445159674638,0.46716277194560396,0.0,Nov,2,1,1,1,Returning_Visitor,False,False
1.0,70.8855327909437,0.0,0.0,4.0,468.2061014005737,0.7274735845639644,0.6139672839612149,1.511178976091947,0.0,Nov,2,11,9,2,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,20.0,5502.774695539796,0.043069245605944814,0.0,5.245759944316394,0.0,Dec,2,8,4,1,Returning_Visitor,False,False
0.0,0.0,2.0,233.35297921800603,10.0,686.3119387877109,0.5115005422926884,0.37804822659757004,11.982905866347888,0.6,May,2,4,9,20,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,20.0,232.17286911879336,0.3178069600547721,0.24785803364103565,199.15084507859396,0.0,Dec,2,11,7,1,Returning_Visitor,False,True
2.0,20.703660749573153,1.0,41.6504936253782,7.0,1230.4497397714417,0.3651848084269381,0.29519740928580884,1.7253633273229343,0.0,Mar,3,11,6,16,New_Visitor,False,False
7.0,73.96758269360318,1.0,0.10667756554553848,19.0,1860.2447899158649,0.26278617059681,0.1961021502953886,0.5318315567372776,0.0,Nov,2,10,5,3,Returning_Visitor,False,False
7.0,1202.857874046444,0.0,0.0,18.0,347.7902773566418,0.35522248602770196,0.4089929057102289,9.7471989608323,0.0,Nov,3,3,9,5,Returning_Visitor,False,True
3.0,550.4740844288107,0.0,0.0,19.0,28.28410517537472,0.112136509346402,0.08012319715539065,18.182854399314927,0.0,Nov,3,5,1,2,Returning_Visitor,False,True
3.0,317.8873732246101,0.0,0.0,12.0,215.058028435954,0.273052666721883,0.21615975155921252,1.1459106877846001,0.0,May,2,7,1,1,New_Visitor,False,False
2.0,243.91961151686866,2.0,28.155731250360894,6.0,327.0287264926132,0.3954837060274084,0.2628863898537581,3.583094404636279,0.8,Dec,3,4,9,5,Returning_Visitor,True,False
9.0,321.4149159082586,0.0,0.0,28.0,7958.204958612037,0.22915049141446214,0.27191118878819237,1.3051028246271996,0.2,Mar,3,7,3,1,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,13.0,826.9561554974714,0.10603318599244689,0.019787238430492557,0.03840063032026293,0.0,Mar,2,13,5,13,Returning_Visitor,False,False
2.0,269.7396533111198,0.0,0.0,29.0,154.54456985136162,0.14399174234951778,0.20428812689600678,1.575189214424413,0.0,Nov,2,7,5,1,Returning_Visitor,False,False
5.0,268.654105426932,0.0,0.0,11.0,5690.4359886676375,0.44513291265489097,0.41538937971472106,0.6705933368690309,0.0,Jul,5,7,6,2,New_Visitor,False,False
5.0,534.175329001951,2.0,21.033583449675067,9.0,706.8074216134518,0.4341938099416625,0.23268148244427317,5.143631595816072,0.0,Dec,2,5,7,1,New_Visitor,False,False
2.0,88.10095258785171,0.0,0.0,16.0,2057.4345895930774,0.11367069035738475,0.08477860768795119,7.140435574894302,0.0,May,2,4,3,1,Returning_Visitor,False,False
1.0,34.001574630492875,0.0,0.0,20.0,1272.8598900764282,0.6110163555461682,0.48017593806944947,1.4640961128859735,0.0,Mar,2,6,2,8,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,15.0,789.9443481241259,0.1902996928487734,0.07255188900731395,46.41007444339189,0.0,Nov,3,11,2,2,Returning_Visitor,False,True
1.0,32.355803137221514,0.0,0.0,9.0,150.82290096563764,0.12349840666221576,0.1435790410681628,0.3105664495762677,0.0,Sep,3,1,3,3,Returning_Visitor,False,False
3.0,154.92187189951972,0.0,0.0,5.0,123.1105815443808,0.48476439629701223,0.38709201426305356,4.25992914858053,0.0,May,2,10,3,1,New_Visitor,False,False
3.0,27.465371462425622,0.0,0.0,25.0,3268.9246560718757,0.24508115329634722,0.13598193699102507,7.933504191872145,0.6,Nov,3,3,1,9,New_Visitor,False,True
1.0,57.05097900844657,0.0,0.0,40.0,399.75598916277875,0.6331633855549885,0.5476608485510333,1.32266982640867,0.6,Sep,2,12,6,5,Returning_Visitor,False,False
1.0,74.45289013285206,0.0,0.0,9.0,221.71418062500027,0.1374960699980037,0.07932459370082326,1.9997671627697506,0.0,Nov,2,4,4,20,Returning_Visitor,False,False
2.0,79.25972278154858,0.0,0.0,4.0,447.28742657293606,0.06627764616970001,0.0,2.5893432958980505,0.0,Jun,2,9,3,5,Returning_Visitor,False,False
3.0,249.7056854392216,0.0,0.0,5.0,632.8086799766122,0.2192048881401735,0.16411442966366868,6.886932541001031,0.0,Nov,3,13,2,1,Returning_Visitor,True,False
0.0,0.0,0.0,0.0,11.0,49.93889823317177,0.3007376271260913,0.20038357189901612,1.1239146848499393,0.0,Nov,2,9,3,5,Returning_Visitor,False,False
11.0,488.9559805917912,2.0,41.830287376863716,20.0,1261.9532739503209,0.3007115112578587,0.23180134234686675,13.290414166084577,0.0,Nov,2,11,8,1,Returning_Visitor,False,False
4.0,175.77747835040356,0.0,0.0,21.0,4742.60278258294,0.46161628528749354,0.30525738391356966,5.873743634549923,0.0,Mar,3,9,2,20,Returning_Visitor,False,False
0.0,0.0,1.0,8.27382609369147,16.0,607.8876232984667,0.5713625077344768,0.44269604429231424,0.05564874186315306,0.0,Nov,3,3,5,18,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,12.0,1347.9376433514453,0.24871756412546986,0.2095022974590689,1.2865592750577766,0.0,Nov,2,8,9,10,Returning_Visitor,True,False
3.0,146.40751913881917,0.0,0.0,32.0,735.8488311266062,0.5836165508415746,0.48898155430574675,13.287186702625206,0.0,Nov,5,3,9,2,Returning_Visitor,False,False
0.0,0.0,1.0,55.323788108738576,15.0,1419.9058790876138,0.016203250986884122,0.013019287452407246,1.9265373109804196,0.0,May,2,6,4,5,Returning_Visitor,False,False
7.0,971.9675148641478,0.0,0.0,31.0,128.0295342970888,0.2659523538248601,0.28947921048975156,2.428525269837701,0.0,Dec,8,12,6,20,Returning_Visitor,False,False
1.0,48.70074085117818,1.0,22.997757418575937,18.0,3888.422568386605,0.11240083292556506,0.03212233728664945,6.651959474755424,0.0,Nov,4,1,8,2,New_Visitor,False,False
1.0,148.79187889267905,0.0,0.0,15.0,1510.3210340978208,0.38682725742617446,0.3287872880140193,0.25914371663284314,0.0,Mar,2,13,9,5,Returning_Visitor,False,False
2.0,31.190860299400494,0.0,0.0,12.0,894.9326806182721,0.10964330223575647,0.1292100868953929,0.5991680698780297,0.0,May,5,13,6,15,New_Visitor,False,False
2.0,143.80415039050484,1.0,47.308482286533824,11.0,891.3623853006545,0.06598999710402176,0.0162143949719026,8.7614751272745,0.0,Dec,3,8,9,1,New_Visitor,False,False
1.0,35.71350596597082,0.0,0.0,18.0,2137.824777511403,0.3677539147777629,0.277296411969532,41.6680938434458,1.0,Mar,2,9,2,1,Returning_Visitor,False,True
5.0,41.820711073278304,0.0,0.0,17.0,775.662911218584,0.5413668184414878,0.3987144531987339,2.2246971304516894,0.0,Dec,2,5,3,5,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,14.0,707.919290603969,0.05653716179936165,0.0,0.14792287689719627,0.4,Nov,5,11,8,19,New_Visitor,True,False
0.0,0.0,1.0,2.7089490328713453,8.0,550.8497842620151,0.12777621515107962,0.16284132191372597,0.4391860205456547,0.0,Nov,3,12,7,2,Returning_Visitor,False,False
8.0,497.6822879278578,0.0,0.0,15.0,3422.899110466339,0.08814331184426757,0.14186557950669348,2.150268180374554,0.0,May,2,2,5,13,New_Visitor,False,False
0.0,0.0,0.0,0.0,6.0,91.18543863761352,0.19459930074500037,0.11793785244081001,0.31508126048999135,0.0,May,3,10,9,8,Returning_Visitor,True,False
0.0,0.0,0.0,0.0,17.0,732.0547503453295,0.2901850354820865,0.21505822100529706,0.9946518611671141,0.0,Dec,3,8,6,2,Returning_Visitor,False,False
2.0,141.06850152521488,2.0,238.81590383998346,12.0,1128.3741454904323,0.6325380479268583,0.5091611858798272,3.4187001342260155,0.0,May,2,11,5,19,Returning_Visitor,False,False
0.0,0.0,3.0,423.6507657612261,4.0,17.437917693760877,0.6170465976972289,0.5185768189714993,0.08678832278280418,0.4,Nov,3,5,8,20,Returning_Visitor,False,False
2.0,472.2597851026957,0.0,0.0,12.0,522.8952995025486,0.704875335979583,0.5606999869363791,16.64014265948001,0.0,May,2,8,5,19,New_Visitor,False,True
1.0,77.27662301301672,0.0,0.0,9.0,684.6951045244853,0.014776410653845374,0.0,3.2005787779283983,0.0,Mar,5,10,1,5,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,14.0,1297.4458226885176,0.32326169331861965,0.21095641093917902,10.129793367481321,0.0,Feb,2,9,6,2,Returning_Visitor,False,False
5.0,289.45978677127647,2.0,19.31485792408929,6.0,64.92472786447281,0.2468748338821379,0.18788697021557452,2.1289792053117056,0.0,Sep,2,4,7,2,Returning_Visitor,False,False
2.0,194.19173882714855,1.0,23.2494932906275,11.0,442.76692907612505,0.09898996502099448,0.15349486610013308,0.6521540938353817,0.0,Dec,3,3,1,19,Returning_Visitor,False,False
5.0,301.2977267077848,0.0,0.0,15.0,337.05890884671214,0.08538463380710877,0.0013301662308735501,2.0010111879379875,0.0,May,5,8,3,15,Returning_Visitor,False,False
1.0,24.152158865807735,0.0,0.0,4.0,274.2859081294697,0.4518810107018011,0.3266013752817197,2.667900331414605,0.0,May,2,1,9,5,Returning_Visitor,False,False
1.0,74.70747145097798,0.0,0.0,16.0,406.90875088177626,0.2525475756474736,0.17582639785856055,0.9186733628258017,0.0,May,2,11,9,20,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,20.0,1237.836911750731,0.32727860970059613,0.288906755594129,0.6864952852111793,0.0,Sep,5,2,2,2,Returning_Visitor,False,False
2.0,18.025250441185058,0.0,0.0,7.0,1686.1467814877776,0.04132566966765807,0.0355338572077363,9.41279463216263,0.0,May,3,1,1,8,Returning_Visitor,False,False
1.0,5.8831420710534506,0.0,0.0,19.0,2496.379308825674,0.32399248638607914,0.1897982973915729,0.6200688597450312,0.4,Dec,3,1,2,3,Returning_Visitor,True,False
1.0,295.2967894322638,0.0,0.0,15.0,1584.3421807469417,0.3452298847418748,0.2779728956668308,0.34025728109463454,0.0,Aug,2,3,6,2,New_Visitor,False,False
0.0,0.0,0.0,0.0,10.0,2227.809030646497,0.25239265972114067,0.13269134599368182,3.682524330302316,0.0,Aug,4,2,2,1,Returning_Visitor,False,False
3.0,127.6683376018195,0.0,0.0,46.0,696.7588366765931,0.6737531228068847,0.5552583961140078,21.7716224716752,0.0,Mar,2,7,3,15,Returning_Visitor,False,True
6.0,14.048874618940552,0.0,0.0,29.0,1734.0637079171788,0.14703696488875936,0.15376694187853418,9.257816747984538,0.2,Dec,3,4,3,1,Returning_Visitor,False,False
3.0,650.9934919072825,2.0,61.06275875916302,6.0,1851.435297102235,0.48684211497314744,0.32100597812774356,0.7140251212846893,0.4,May,5,9,9,5,Returning_Visitor,False,False
0.0,0.0,1.0,44.834032690969785,6.0,623.2334575895923,0.7257904973353407,0.5589663847109911,1.0924239388624857,0.0,Mar,5,6,8,1,Returning_Visitor,False,True
1.0,74.8047072898596,0.0,0.0,11.0,92.62429283521278,0.3868077213747303,0.3295368739997202,3.9839912961555566,0.0,Nov,2,9,2,2,Returning_Visitor,False,False
1.0,125.71781895908151,1.0,108.54706105193824,10.0,776.1833565405082,0.4800318364145302,0.2841262519225013,1.4465840960752607,0.8,Oct,2,5,4,1,Returning_Visitor,True,False
2.0,158.4096774270157,1.0,41.829212360697824,7.0,143.250593343797,0.3605074430652177,0.3269795926800978,2.171688955539946,0.0,May,2,9,8,1,Returning_Visitor,False,False
3.0,268.83381710263916,0.0,0.0,8.0,5.587602934276563,0.0033607716839327605,0.03330915381977291,0.791848132847365,0.0,May,2,7,4,20,Returning_Visitor,False,False
5.0,939.8532612506045,1.0,9.79569665155685,8.0,1195.4924610872451,0.15817341698675344,0.14530788498911654,1.1744023589428347,0.0,Nov,3,6,3,5,Returning_Visitor,False,False
1.0,41.75744362653781,1.0,45.81982845556729,7.0,588.9835445578358,0.10404416366968788,0.08132318115313955,6.249655790006749,0.0,May,2,7,5,2,Returning_Visitor,False,False
1.0,60.08912515952903,0.0,0.0,13.0,1100.3376405909319,0.5419320370493745,0.4121551548108383,40.699673598659686,0.0,Nov,2,13,6,5,New_Visitor,False,True
3.0,364.58686553130406,1.0,6.354947944749279,2.0,53.559752297085176,0.20740079321574728,0.22143783385226973,1.0982785617288255,0.0,Nov,5,10,8,1,Returning_Visitor,False,False
6.0,151.64337875473345,0.0,0.0,15.0,270.6650203728905,0.1940857301529736,0.14287437960839502,3.1145033518114396,0.0,May,2,8,2,2,Returning_Visitor,True,False
0.0,0.0,0.0,0.0,17.0,456.5219944733186,0.22518476978350205,0.1801341516916373,2.216111616403252,1.0,Jun,3,2,6,16,Returning_Visitor,False,False
3.0,103.36509073415533,0.0,0.0,15.0,6012.230621643132,0.5465770443672847,0.3297482115656504,1.6523900230041684,0.0,May,2,8,4,5,Returning_Visitor,False,False
5.0,20.839246678021745,1.0,45.52099908083733,32.0,1093.1649073174362,0.28887317728547063,0.262319246385171,23.623764602009615,0.0,Nov,8,9,7,1,Returning_Visitor,False,True
2.0,26.8751507057501,0.0,0.0,11.0,759.5092225633974,0.352484783040307,0.2801311615594498,21.688384034875654,0.0,Sep,2,9,3,15,Returning_Visitor,False,True
5.0,48.174395097162375,0.0,0.0,11.0,1047.241249747256,0.20772696180605119,0.08313713226205291,0.7184794728416561,0.0,May,2,2,1,20,Returning_Visitor,False,False
2.0,127.36488712079074,0.0,0.0,12.0,1724.3791590472447,0.08574887967247588,0.06243330815274829,2.2866807685166117,0.0,Oct,2,11,3,2,Returning_Visitor,False,False
12.0,122.6107718124351,0.0,0.0,13.0,5924.791051179793,0.49000164862027734,0.4505655331892482,0.17180650416808046,0.0,Dec,5,12,4,3,New_Visitor,False,False
4.0,250.35502602234433,0.0,0.0,15.0,1881.508431108728,0.35846562079031513,0.3010856135847223,1.6933034595014407,0.0,May,5,10,4,2,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,25.0,3321.0460256062097,0.13409820587364216,0.07930007637170865,4.101203351855936,0.0,Dec,3,11,9,2,Returning_Visitor,True,False
0.0,0.0,0.0,0.0,7.0,400.76098948661337,0.1904700540222651,0.11566632710950261,0.7887844185455093,0.4,May,2,4,3,5,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,26.0,366.6965713675069,0.20891435432021327,0.1760853987896342,1.9440565611691216,0.0,Mar,5,10,1,5,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,9.0,640.5921515160165,0.4996188863314824,0.44705240916565236,1.2145117094419555,0.2,May,2,4,9,1,Returning_Visitor,True,False
0.0,0.0,0.0,0.0,14.0,555.2411323704181,0.42793158252026586,0.3334807379435838,2.786805958998365,0.0,May,3,4,7,3,Returning_Visitor,True,False
0.0,0.0,0.0,0.0,9.0,1026.9626163238477,0.38295738081623604,0.31006461809679214,0.6867184507590856,0.0,May,3,13,7,5,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,18.0,306.84516222786687,0.016372408700330694,0.02193026885433024,0.1441820695813316,0.4,Feb,3,13,7,2,Returning_Visitor,False,False
4.0,621.1910930752349,0.0,0.0,10.0,44.63717761084197,0.3716048634978261,0.28956861680645096,1.0393436434828063,0.6,Dec,2,9,5,19,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,14.0,2337.0454281846673,0.38009485299394535,0.33008528522105784,1.7606622839578683,0.0,Nov,2,2,1,2,New_Visitor,False,False
6.0,630.7667658038142,0.0,0.0,12.0,518.9795302611271,0.09398286761505978,0.054925010102409036,3.3474861690583984,0.0,Nov,2,8,9,1,Returning_Visitor,False,False
6.0,1704.2565816885335,0.0,0.0,21.0,2574.453358277426,0.13087968657211715,0.21470922358932715,1.0013997493777003,0.0,Mar,2,1,2,1,Returning_Visitor,True,False
1.0,5.35295291676782,1.0,18.948368181468652,6.0,158.81794037081556,0.11057245442704103,0.09288026802461438,2.2421605805786418,0.0,Mar,1,11,3,7,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,6.0,238.67469431345893,0.17677926417899717,0.0962070021783,0.7507443627654626,1.0,Mar,2,8,6,1,Returning_Visitor,False,False
0.0,0.0,2.0,6.135057066694554,12.0,1821.614371592092,0.08807668941171064,0.08697812340368521,0.5115190948879766,1.0,Nov,3,13,6,9,New_Visitor,False,False
4.0,10.039002159065205,0.0,0.0,11.0,1270.3897483360242,0.1918805391511547,0.20491766903270386,65.9912586526369,0.0,Dec,2,2,8,8,Returning_Visitor,True,True
14.0,993.2775698246812,1.0,21.57489112968882,5.0,1805.1064314445116,0.15545475343856435,0.19622700478982924,18.429656795352027,0.0,May,5,9,8,1,Returning_Visitor,False,True
4.0,100.16730521759484,1.0,8.315487230308987,26.0,985.6038184531864,0.4023571850180799,0.2792720746109124,14.040423564881237,0.0,Mar,2,11,4,8,Returning_Visitor,False,False
0.0,0.0,1.0,32.13496511406916,11.0,278.92124620581416,0.4816200890510045,0.3598426746513743,0.3708810202892202,0.0,Sep,2,11,8,5,Returning_Visitor,False,False
1.0,39.06196464717692,0.0,0.0,36.0,9450.78769971228,0.3550574880200322,0.30138018867849176,3.9855607544622673,0.6,May,2,13,8,5,New_Visitor,False,False
0.0,0.0,0.0,0.0,5.0,233.02222138677692,0.2691872011934687,0.30885355916312884,0.3912763581999667,0.0,May,5,4,8,5,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,16.0,842.2727432471555,0.18535206301805562,0.2339602942943999,7.424981267124398,0.0,Nov,3,2,4,2,New_Visitor,False,True
14.0,253.50051644832251,1.0,99.906393403755,6.0,196.61789490467038,0.31091496471963503,0.20230262507493085,5.340978219912864,0.0,Nov,2,12,9,5,Returning_Visitor,False,False
0.0,0.0,1.0,61.782655096410494,15.0,694.1450747321157,0.17619310329768573,0.10323841954722701,56.07460032023236,0.0,Mar,3,1,1,1,Returning_Visitor,False,True
0.0,0.0,0.0,0.0,9.0,927.212872982124,0.3280141132706576,0.29591370072097245,21.653437129720366,0.0,Mar,3,12,2,12,Returning_Visitor,True,True
10.0,885.4644250529509,0.0,0.0,3.0,134.85134375442934,0.21228723597088003,0.21924783411383564,7.443453586181385,0.0,Dec,2,6,3,2,Returning_Visitor,True,False
0.0,0.0,0.0,0.0,7.0,175.35043523128334,0.3222082305997392,0.24809262336035742,5.166108713647617,0.0,May,2,6,7,5,Returning_Visitor,False,False
8.0,443.8990103243339,0.0,0.0,17.0,1657.0845877275929,0.1106591354284185,0.10242556879292218,7.957968404321319,0.0,Mar,3,4,8,2,Returning_Visitor,False,False
1.0,16.73119214677778,0.0,0.0,31.0,2683.404550979263,0.27492838617613774,0.24317412541773467,6.011117614109789,0.0,May,6,1,4,11,Returning_Visitor,False,False
